loan_amount,loan_maturity_days,interest_rate,borrower_type,age,credit_score,employment_years,defaulted
22679.54285,58.0,0.290398201,Gig Worker,42.0,547.0,3.0,0.0
28780.51493,78.0,0.259607093,Gig Worker,44.0,804.0,0.0,0.0
17085.62834,73.0,0.264092326,Small Merchant,51.0,652.0,16.0,0.0
19706.36497,44.0,0.293389707,Small Merchant,25.0,443.0,5.0,0.0
19255.24293,55.0,0.281453723,Freelancer,33.0,649.0,3.0,0.0
11755.39536,41.0,0.301203078,Freelancer,57.0,814.0,8.0,0.0
24072.84194,54.0,0.273534561,Freelancer,57.0,616.0,9.0,0.0
23827.38691,90.0,0.294790496,Small Merchant,35.0,325.0,4.0,0.0
22035.7942,70.0,0.279207003,Freelancer,51.0,829.0,7.0,0.0
20357.89007,34.0,0.265543975,Gig Worker,35.0,621.0,17.0,0.0
12092.40481,33.0,0.298563257,Gig Worker,38.0,595.0,7.0,0.0
19055.48274,73.0,0.260148782,Gig Worker,56.0,430.0,17.0,0.0
19600.99838,77.0,0.281483038,Freelancer,40.0,316.0,6.0,0.0
16384.05912,70.0,0.283549728,Freelancer,34.0,484.0,7.0,0.0
20871.00002,86.0,0.277594226,Gig Worker,45.0,348.0,6.0,0.0
24828.356,60.0,0.29981599,Freelancer,49.0,375.0,18.0,0.0
35203.30131,32.0,0.291452308,Freelancer,59.0,827.0,10.0,0.0
23222.04469,82.0,0.28906857,Freelancer,34.0,305.0,10.0,0.0
23802.85274,32.0,0.281369261,Gig Worker,32.0,333.0,2.0,0.0
21478.87859,55.0,0.317126554,Freelancer,46.0,358.0,19.0,0.0
10000.0,79.0,0.309293345,Freelancer,42.0,366.0,12.0,0.0
21814.40287,46.0,0.298388582,Freelancer,53.0,554.0,9.0,0.0
22421.61147,89.0,0.295102055,Freelancer,53.0,702.0,5.0,0.0
39242.69479,39.0,0.267954836,Gig Worker,42.0,456.0,2.0,0.0
20653.47325,31.0,0.279018416,Freelancer,39.0,331.0,9.0,0.0
24110.8314,53.0,0.292716418,Gig Worker,28.0,309.0,1.0,0.0
21757.01761,40.0,0.301031621,Freelancer,39.0,674.0,0.0,0.0
13819.25374,53.0,0.297840956,Small Merchant,58.0,648.0,11.0,0.0
29999.7597,64.0,0.291619246,Freelancer,33.0,831.0,3.0,0.0
27263.53123,52.0,0.320012519,Small Merchant,45.0,455.0,19.0,0.0
27537.22363,61.0,0.277288237,Small Merchant,46.0,326.0,10.0,0.0
15634.28782,52.0,0.300263796,Gig Worker,53.0,452.0,0.0,0.0
31819.56018,63.0,0.297828801,Small Merchant,48.0,584.0,15.0,0.0
12187.04256,70.0,0.28888132,Freelancer,51.0,549.0,5.0,0.0
26107.99966,48.0,0.289610005,Freelancer,24.0,728.0,14.0,0.0
37333.18938,31.0,0.289206896,Freelancer,23.0,585.0,9.0,0.0
15066.24572,89.0,0.265835274,Freelancer,42.0,805.0,7.0,0.0
18035.91589,80.0,0.28801722,Freelancer,40.0,593.0,16.0,0.0
22697.55956,31.0,0.294965613,Gig Worker,52.0,743.0,12.0,0.0
18475.67042,44.0,0.286438729,Freelancer,43.0,587.0,8.0,0.0
11145.35598,85.0,0.25,Freelancer,35.0,605.0,5.0,0.0
22479.94082,50.0,0.25,Freelancer,51.0,370.0,16.0,0.0
14563.874,64.0,0.26363536,Gig Worker,38.0,462.0,1.0,0.0
25315.14701,34.0,0.277761455,Small Merchant,45.0,780.0,17.0,0.0
15564.03036,72.0,0.264709062,Gig Worker,22.0,642.0,15.0,0.0
32849.54084,56.0,0.29291824,Gig Worker,54.0,816.0,5.0,0.0
16517.22695,53.0,0.303839978,Freelancer,58.0,406.0,2.0,0.0
19745.56939,36.0,0.306673395,Small Merchant,37.0,797.0,2.0,0.0
27694.62052,35.0,0.286736225,Freelancer,26.0,300.0,13.0,0.0
13383.94978,75.0,0.30168322,Small Merchant,51.0,775.0,9.0,0.0
23592.21954,90.0,0.268748965,Gig Worker,43.0,752.0,9.0,0.0
31149.99928,62.0,0.276966927,Freelancer,35.0,364.0,1.0,0.0
10747.61736,87.0,0.256660236,Small Merchant,43.0,784.0,6.0,0.0
23292.43701,78.0,0.304137987,Small Merchant,23.0,721.0,13.0,0.0
23819.17956,46.0,0.319318917,Gig Worker,51.0,835.0,16.0,0.0
27472.7601,75.0,0.273028046,Freelancer,53.0,450.0,16.0,0.0
13341.34502,71.0,0.25,Small Merchant,38.0,690.0,9.0,0.0
12756.80371,59.0,0.260891963,Freelancer,33.0,714.0,2.0,0.0
25653.59096,37.0,0.266996555,Freelancer,57.0,306.0,16.0,0.0
24078.89271,69.0,0.253475944,Freelancer,32.0,815.0,12.0,0.0
23753.44995,75.0,0.259393847,Gig Worker,41.0,765.0,15.0,0.0
24425.13747,36.0,0.284092365,Small Merchant,50.0,403.0,2.0,0.0
17239.82695,35.0,0.293194449,Freelancer,49.0,763.0,14.0,0.0
23625.77588,33.0,0.25,Small Merchant,42.0,650.0,6.0,0.0
24051.50731,30.0,0.26935677,Freelancer,31.0,665.0,12.0,0.0
16999.54007,44.0,0.280753524,Freelancer,33.0,481.0,6.0,0.0
35060.42158,60.0,0.258664649,Gig Worker,55.0,542.0,10.0,0.0
25316.83045,54.0,0.284723683,Small Merchant,27.0,519.0,13.0,0.0
13660.87552,76.0,0.277643406,Small Merchant,43.0,507.0,10.0,0.0
26595.87526,62.0,0.271028188,Small Merchant,22.0,481.0,18.0,0.0
15177.22831,81.0,0.262710168,Freelancer,33.0,728.0,6.0,0.0
27509.59223,64.0,0.285468156,Small Merchant,30.0,334.0,1.0,0.0
30110.16905,84.0,0.264730248,Small Merchant,57.0,720.0,2.0,0.0
16255.22377,34.0,0.25,Freelancer,47.0,502.0,1.0,0.0
28743.6329,34.0,0.280441986,Gig Worker,42.0,461.0,4.0,0.0
24889.46649,65.0,0.255219535,Gig Worker,37.0,707.0,17.0,0.0
27754.42112,46.0,0.25,Gig Worker,39.0,648.0,15.0,0.0
35277.55088,82.0,0.282590442,Small Merchant,52.0,303.0,2.0,0.0
20282.28319,81.0,0.276741817,Freelancer,21.0,660.0,14.0,0.0
16723.84685,43.0,0.262673268,Gig Worker,58.0,657.0,19.0,0.0
15773.39899,87.0,0.284578805,Freelancer,56.0,335.0,19.0,0.0
16289.32801,58.0,0.288478646,Gig Worker,45.0,634.0,12.0,0.0
21460.28803,37.0,0.284796571,Small Merchant,21.0,590.0,5.0,0.0
24388.06382,63.0,0.284070495,Freelancer,22.0,584.0,15.0,0.0
23936.8356,69.0,0.25,Freelancer,39.0,335.0,10.0,0.0
27790.28274,30.0,0.305864741,Small Merchant,29.0,623.0,13.0,0.0
22091.01324,58.0,0.291149411,Small Merchant,40.0,762.0,14.0,0.0
32174.73854,65.0,0.260984182,Gig Worker,59.0,694.0,4.0,0.0
20147.40217,80.0,0.279764839,Freelancer,28.0,348.0,5.0,0.0
40806.1160925,66.0,0.283565819,Gig Worker,21.0,762.0,14.0,0.0
26379.67143,58.0,0.279213201,Small Merchant,47.0,612.0,18.0,0.0
15999.89711,34.0,0.31586122,Small Merchant,22.0,654.0,10.0,0.0
14503.75251,82.0,0.25,Freelancer,35.0,642.0,19.0,0.0
25377.30691,61.0,0.250476051,Gig Worker,23.0,354.0,5.0,0.0
20435.7605,89.0,0.25,Freelancer,42.0,611.0,10.0,0.0
26998.00346,81.0,0.281597521,Freelancer,49.0,559.0,7.0,0.0
25312.66337,53.0,0.290880299,Gig Worker,57.0,387.0,11.0,0.0
21490.19761,48.0,0.287231981,Freelancer,32.0,619.0,16.0,0.0
16072.44397,41.0,0.274217514,Freelancer,25.0,689.0,0.0,0.0
11396.06943,81.0,0.288130806,Small Merchant,29.0,569.0,9.0,0.0
18874.39534,30.0,0.27407101,Gig Worker,36.0,759.0,13.0,0.0
27994.79156,36.0,0.294814514,Small Merchant,27.0,660.0,6.0,0.0
23498.65621,46.0,0.302145885,Gig Worker,28.0,425.0,17.0,0.0
13279.82855,63.0,0.261376239,Small Merchant,53.0,484.0,8.0,0.0
23212.26648,72.0,0.274247251,Freelancer,36.0,664.0,15.0,0.0
24697.22166,36.0,0.277486692,Freelancer,41.0,841.0,9.0,0.0
15812.99795,46.0,0.308508666,Gig Worker,22.0,307.0,11.0,0.0
23076.07574,88.0,0.263731159,Freelancer,59.0,713.0,8.0,0.0
22407.46103,32.0,0.301953256,Small Merchant,48.0,431.0,13.0,0.0
13999.20792,58.0,0.250678807,Gig Worker,58.0,655.0,1.0,0.0
24504.51152,51.0,0.304870912,Freelancer,46.0,622.0,9.0,0.0
25925.49168,67.0,0.297037668,Gig Worker,58.0,401.0,9.0,0.0
29581.3587,83.0,0.276886849,Small Merchant,59.0,765.0,1.0,0.0
29376.61436,72.0,0.298333474,Freelancer,56.0,728.0,5.0,0.0
12356.31442,58.0,0.269981189,Freelancer,22.0,374.0,10.0,0.0
15435.22472,79.0,0.261543741,Small Merchant,38.0,399.0,8.0,0.0
25605.24687,79.0,0.314129249,Freelancer,53.0,535.0,2.0,0.0
25596.50166,83.0,0.269176377,Freelancer,33.0,568.0,18.0,0.0
25605.3338,71.0,0.293540048,Freelancer,40.0,553.0,10.0,0.0
40806.1160925,34.0,0.302176828,Gig Worker,21.0,628.0,3.0,0.0
25996.23357,59.0,0.29612664,Gig Worker,29.0,598.0,14.0,0.0
29948.95948,52.0,0.291985433,Gig Worker,36.0,669.0,11.0,0.0
28678.01234,84.0,0.293603522,Small Merchant,21.0,558.0,3.0,0.0
26559.73876,50.0,0.301149063,Small Merchant,46.0,527.0,14.0,0.0
19793.11529,85.0,0.286354435,Small Merchant,20.0,676.0,16.0,0.0
27312.78454,55.0,0.279207158,Gig Worker,55.0,444.0,17.0,0.0
16590.2235,83.0,0.252621189,Freelancer,52.0,379.0,4.0,0.0
20342.26975,76.0,0.286362537,Small Merchant,41.0,338.0,9.0,0.0
18602.45517,50.0,0.300566768,Freelancer,54.0,396.0,19.0,0.0
22573.11898,49.0,0.257985556,Small Merchant,53.0,545.0,8.0,0.0
38202.60997,52.0,0.275418866,Freelancer,37.0,632.0,17.0,0.0
10000.0,33.0,0.288507462,Small Merchant,55.0,702.0,11.0,0.0
26803.82133,50.0,0.310247316,Small Merchant,22.0,577.0,7.0,0.0
10710.9889,50.0,0.256828617,Freelancer,35.0,307.0,10.0,0.0
18696.47694,30.0,0.29586905,Freelancer,30.0,663.0,3.0,0.0
29622.65418,44.0,0.272844262,Freelancer,29.0,751.0,8.0,0.0
22449.96013,46.0,0.266527348,Gig Worker,40.0,551.0,3.0,0.0
14455.78655,80.0,0.261639835,Freelancer,44.0,317.0,17.0,0.0
16992.87404,43.0,0.266889149,Gig Worker,54.0,689.0,13.0,0.0
26757.18424,88.0,0.289982129,Freelancer,25.0,541.0,13.0,0.0
16887.43358,48.0,0.275444574,Freelancer,27.0,552.0,0.0,0.0
23515.21013,79.0,0.294284749,Gig Worker,53.0,303.0,8.0,0.0
22319.00288,89.0,0.257563023,Gig Worker,20.0,672.0,5.0,0.0
17438.79757,63.0,0.293939942,Freelancer,22.0,724.0,17.0,0.0
37007.60863,35.0,0.288675868,Small Merchant,57.0,478.0,10.0,0.0
26437.43316,74.0,0.25,Small Merchant,46.0,311.0,6.0,0.0
10000.0,78.0,0.310124665,Freelancer,32.0,592.0,7.0,0.0
23305.1802,35.0,0.286798099,Freelancer,38.0,558.0,2.0,0.0
17367.49475,82.0,0.295308615,Small Merchant,38.0,728.0,10.0,0.0
27967.03334,83.0,0.303122715,Freelancer,25.0,594.0,10.0,0.0
16452.35483,34.0,0.299367503,Freelancer,33.0,632.0,1.0,0.0
21196.84491,36.0,0.277477952,Gig Worker,24.0,411.0,14.0,0.0
25534.91095,62.0,0.294503203,Freelancer,55.0,505.0,14.0,0.0
28060.28636,42.0,0.25,Freelancer,28.0,521.0,4.0,0.0
13597.92515,80.0,0.287875325,Small Merchant,42.0,829.0,19.0,0.0
19658.49135,83.0,0.3146497,Freelancer,51.0,312.0,7.0,0.0
18675.38282,30.0,0.266092451,Small Merchant,48.0,569.0,15.0,0.0
17426.69537,42.0,0.29830907,Freelancer,47.0,339.0,11.0,0.0
34358.17968,72.0,0.315459677,Small Merchant,59.0,804.0,13.0,0.0
24834.87198,56.0,0.293784137,Gig Worker,30.0,514.0,12.0,0.0
13173.81232,36.0,0.300508135,Freelancer,38.0,603.0,8.0,0.0
28425.03363,81.0,0.25,Small Merchant,20.0,821.0,6.0,0.0
36855.09338,32.0,0.261301518,Small Merchant,28.0,420.0,16.0,0.0
29227.25682,87.0,0.308594705,Freelancer,21.0,609.0,1.0,0.0
11364.41024,54.0,0.299207003,Small Merchant,23.0,604.0,7.0,0.0
18610.36149,62.0,0.289920421,Gig Worker,48.0,725.0,12.0,0.0
30868.37804,69.0,0.274707768,Small Merchant,23.0,758.0,7.0,0.0
17046.31374,46.0,0.285692421,Small Merchant,20.0,501.0,17.0,0.0
25106.736,74.0,0.314762935,Freelancer,47.0,711.0,12.0,0.0
27422.43837,43.0,0.277961953,Freelancer,37.0,519.0,7.0,0.0
15511.4867,66.0,0.293985022,Gig Worker,32.0,454.0,15.0,0.0
21583.32251,87.0,0.293459599,Small Merchant,59.0,623.0,19.0,0.0
10000.0,85.0,0.266682982,Freelancer,25.0,639.0,2.0,0.0
14829.28651,83.0,0.268226307,Gig Worker,58.0,689.0,14.0,0.0
20232.02294,52.0,0.310540265,Freelancer,41.0,485.0,9.0,0.0
13265.51773,88.0,0.291402599,Small Merchant,49.0,433.0,17.0,0.0
33426.87913,53.0,0.266393148,Gig Worker,46.0,446.0,18.0,0.0
11989.01035,58.0,0.273774414,Small Merchant,27.0,412.0,1.0,0.0
18919.68859,67.0,0.260288244,Small Merchant,47.0,828.0,9.0,0.0
22915.18404,88.0,0.301330033,Freelancer,21.0,732.0,15.0,0.0
32088.91302,83.0,0.274964663,Freelancer,39.0,686.0,7.0,0.0
11948.96494,56.0,0.275231087,Small Merchant,30.0,665.0,6.0,0.0
30142.14627,67.0,0.296818373,Freelancer,33.0,333.0,3.0,0.0
22071.63143,82.0,0.25,Small Merchant,43.0,361.0,8.0,0.0
15129.43944,69.0,0.279261943,Small Merchant,32.0,743.0,1.0,0.0
25234.72432,74.0,0.279781976,Gig Worker,27.0,495.0,15.0,0.0
23393.41787,79.0,0.27428783,Freelancer,40.0,386.0,6.0,0.0
17798.48186,52.0,0.269009244,Freelancer,41.0,553.0,14.0,0.0
22488.61459,60.0,0.265798819,Gig Worker,28.0,426.0,4.0,0.0
19302.80482,65.0,0.28564901,Freelancer,30.0,461.0,0.0,0.0
22794.62142,46.0,0.259798271,Gig Worker,35.0,615.0,19.0,0.0
26634.91472,90.0,0.283223698,Gig Worker,28.0,471.0,4.0,0.0
33102.11771,66.0,0.268941901,Freelancer,22.0,698.0,12.0,0.0
13335.29151,32.0,0.27027189,Freelancer,55.0,630.0,19.0,0.0
36931.23362,65.0,0.283939823,Small Merchant,32.0,658.0,12.0,0.0
10000.0,84.0,0.270048185,Gig Worker,20.0,551.0,17.0,0.0
20937.50433,34.0,0.305340893,Gig Worker,30.0,308.0,1.0,0.0
26118.22045,75.0,0.277198679,Small Merchant,43.0,538.0,17.0,0.0
23966.94307,44.0,0.300932967,Gig Worker,24.0,334.0,9.0,0.0
17641.10336,81.0,0.264761443,Small Merchant,21.0,682.0,2.0,0.0
20543.14425,78.0,0.264317973,Freelancer,36.0,500.0,9.0,0.0
18548.99346,35.0,0.25,Small Merchant,36.0,532.0,8.0,0.0
17874.4467,88.0,0.270156849,Freelancer,39.0,795.0,2.0,0.0
27947.21468,39.0,0.275347882,Small Merchant,34.0,376.0,5.0,0.0
24499.1084,83.0,0.28154056,Small Merchant,23.0,517.0,10.0,0.0
17149.63283,61.0,0.293947015,Freelancer,30.0,673.0,5.0,0.0
28297.19913,52.0,0.292495908,Gig Worker,42.0,352.0,4.0,0.0
24151.09665,77.0,0.302712825,Small Merchant,20.0,557.0,13.0,0.0
27690.03483,46.0,0.262253973,Freelancer,23.0,431.0,1.0,0.0
26407.40189,75.0,0.280616484,Small Merchant,57.0,694.0,0.0,0.0
16197.03492,49.0,0.259996649,Freelancer,21.0,548.0,4.0,0.0
18078.73272,73.0,0.288284688,Small Merchant,46.0,697.0,7.0,0.0
27231.05524,70.0,0.316085103,Freelancer,53.0,368.0,9.0,0.0
26272.59186,44.0,0.256071436,Gig Worker,32.0,722.0,18.0,0.0
21853.68884,73.0,0.293750954,Freelancer,37.0,639.0,2.0,0.0
22821.29168,75.0,0.300972814,Freelancer,30.0,673.0,17.0,0.0
30943.65427,87.0,0.262145441,Gig Worker,24.0,573.0,6.0,0.0
17859.00028,51.0,0.288726564,Gig Worker,48.0,556.0,12.0,0.0
25829.68167,79.0,0.272801337,Freelancer,44.0,815.0,13.0,0.0
20584.65143,81.0,0.277576682,Small Merchant,33.0,567.0,17.0,0.0
20476.23158,35.0,0.272138962,Freelancer,57.0,656.0,11.0,0.0
29691.43796,33.0,0.275502492,Small Merchant,56.0,607.0,7.0,0.0
27777.91444,87.0,0.303110596,Gig Worker,30.0,826.0,17.0,0.0
27694.56745,52.0,0.278417177,Gig Worker,51.0,790.0,5.0,0.0
31138.35165,73.0,0.267966616,Freelancer,25.0,497.0,11.0,0.0
22147.02689,74.0,0.281379951,Gig Worker,25.0,650.0,2.0,0.0
26773.6708,48.0,0.25,Gig Worker,41.0,517.0,2.0,0.0
19828.1327,83.0,0.263662078,Freelancer,22.0,307.0,15.0,0.0
24269.16447,74.0,0.304971823,Freelancer,38.0,530.0,16.0,0.0
21088.99862,60.0,0.277093094,Freelancer,53.0,392.0,15.0,0.0
22678.97175,73.0,0.27043932,Freelancer,26.0,315.0,12.0,0.0
26166.09918,81.0,0.283459396,Freelancer,35.0,495.0,12.0,0.0
16272.45522,32.0,0.294732399,Freelancer,57.0,763.0,11.0,0.0
36646.71093,57.0,0.306574829,Gig Worker,28.0,504.0,1.0,0.0
14957.87833,32.0,0.270979478,Freelancer,32.0,426.0,13.0,0.0
13500.67971,43.0,0.271439615,Freelancer,53.0,459.0,9.0,0.0
30106.77611,47.0,0.275536555,Freelancer,56.0,800.0,18.0,0.0
27541.63886,56.0,0.300583217,Gig Worker,25.0,765.0,4.0,0.0
26368.83872,80.0,0.281140834,Freelancer,57.0,797.0,15.0,0.0
26398.41856,90.0,0.323317595,Gig Worker,23.0,747.0,4.0,0.0
21914.27259,89.0,0.276779837,Small Merchant,24.0,763.0,1.0,0.0
15719.2194,39.0,0.315269712,Gig Worker,25.0,641.0,5.0,0.0
22530.63191,78.0,0.26213939,Freelancer,32.0,807.0,11.0,0.0
17259.86802,44.0,0.252203059,Gig Worker,43.0,583.0,12.0,0.0
28825.83813,48.0,0.277971422,Freelancer,47.0,450.0,12.0,0.0
20970.59833,38.0,0.302787739,Small Merchant,32.0,512.0,13.0,0.0
16221.51962,33.0,0.270460412,Small Merchant,37.0,621.0,18.0,0.0
19750.29911,44.0,0.267669261,Gig Worker,26.0,487.0,14.0,0.0
24890.52018,80.0,0.300500294,Small Merchant,23.0,482.0,2.0,0.0
18053.92813,77.0,0.294101995,Gig Worker,50.0,683.0,8.0,0.0
16244.45723,37.0,0.264151697,Freelancer,43.0,324.0,9.0,0.0
23705.81048,78.0,0.262982274,Freelancer,41.0,836.0,6.0,0.0
23714.766,82.0,0.296585842,Gig Worker,40.0,613.0,13.0,0.0
18451.39777,30.0,0.25,Small Merchant,45.0,337.0,16.0,0.0
18702.73186,36.0,0.30159047,Small Merchant,49.0,601.0,13.0,0.0
23624.34956,82.0,0.293836576,Gig Worker,54.0,668.0,9.0,0.0
11863.40961,60.0,0.25,Freelancer,42.0,399.0,4.0,0.0
12147.75358,47.0,0.280311365,Gig Worker,59.0,687.0,17.0,0.0
16970.89045,41.0,0.25,Small Merchant,49.0,745.0,16.0,0.0
20505.86994,77.0,0.255898217,Gig Worker,38.0,769.0,17.0,0.0
24176.35296,59.0,0.26994058,Gig Worker,51.0,354.0,3.0,0.0
32327.49352,62.0,0.254644229,Gig Worker,38.0,795.0,19.0,0.0
28003.61736,88.0,0.324363218,Small Merchant,41.0,426.0,0.0,0.0
20880.43029,76.0,0.297281161,Small Merchant,23.0,620.0,12.0,0.0
21866.88654,36.0,0.307348781,Freelancer,31.0,367.0,9.0,0.0
14982.29445,57.0,0.27719427,Freelancer,34.0,695.0,14.0,0.0
21870.40805,78.0,0.280609348,Small Merchant,34.0,452.0,4.0,0.0
19979.38953,32.0,0.311614541,Small Merchant,29.0,448.0,17.0,0.0
24259.02992,72.0,0.288674648,Freelancer,38.0,702.0,3.0,0.0
16209.3834,35.0,0.292244836,Gig Worker,27.0,525.0,0.0,0.0
25635.4256,60.0,0.261776408,Small Merchant,50.0,609.0,9.0,0.0
32729.17239,67.0,0.261683764,Small Merchant,28.0,718.0,16.0,0.0
